Year,Institution_name,Institution code,Language,Province Name,Column name,Value
2006-2007,University of Toronto,581,English, Ontario,04. Sponsored Research - Entities Not Consolidated,413731
2006-2007,University of Toronto,581,English, Ontario,03. Sponsored Research - Entities Consolidated,440702
2006-2007,University of Toronto,581,English, Ontario,02. Special Purpose and Trust,89816
2006-2007,University of Toronto,581,English, Ontario,01. General operating,1321889
2006-2007,University of St. Michael's College,569,English, Ontario,Total funds,23689
2006-2007,University of St. Michael's College,569,English, Ontario,08. Endowment,1445
2006-2007,University of St. Michael's College,569,English, Ontario,07. Capital,546
2006-2007,University of St. Michael's College,569,English, Ontario,06. Ancillary,7494
2006-2007,University of St. Michael's College,569,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,University of St. Michael's College,569,English, Ontario,03. Sponsored Research - Entities Consolidated,44
2006-2007,University of St. Michael's College,569,English, Ontario,02. Special Purpose and Trust,4202
2006-2007,University of St. Michael's College,569,English, Ontario,01. General operating,9958
2006-2007,University of Regina,752,English, Saskatchewan,Total funds,199716
2006-2007,University of Regina,752,English, Saskatchewan,08. Endowment,1683
2006-2007,University of Regina,752,English, Saskatchewan,07. Capital,31977
2006-2007,University of Regina,752,English, Saskatchewan,06. Ancillary,13974
2006-2007,University of Regina,752,English, Saskatchewan,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,University of Regina,752,English, Saskatchewan,03. Sponsored Research - Entities Consolidated,21134
2006-2007,University of Regina,752,English, Saskatchewan,02. Special Purpose and Trust,11737
2006-2007,University of Regina,752,English, Saskatchewan,01. General operating,119211
2006-2007,University of Prince Edward Island,184,English, Prince Edward Island,Total funds,105266
2006-2007,University of Prince Edward Island,184,English, Prince Edward Island,08. Endowment,922
2006-2007,University of Prince Edward Island,184,English, Prince Edward Island,07. Capital,7803
2006-2007,University of Prince Edward Island,184,English, Prince Edward Island,06. Ancillary,7164
2006-2007,University of Prince Edward Island,184,English, Prince Edward Island,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,University of Prince Edward Island,184,English, Prince Edward Island,03. Sponsored Research - Entities Consolidated,13152
2006-2007,University of Prince Edward Island,184,English, Prince Edward Island,02. Special Purpose and Trust,1566
2006-2007,University of Prince Edward Island,184,English, Prince Edward Island,01. General operating,74659
2006-2007,University of Ottawa / Université d,555,English, Ontario,Total funds,813554
2006-2007,University of Ottawa / Université d,555,English, Ontario,08. Endowment,23927
2006-2007,University of Ottawa / Université d,555,English, Ontario,07. Capital,16549
2006-2007,University of Ottawa / Université d,555,English, Ontario,06. Ancillary,22747
2006-2007,University of Ottawa / Université d,555,English, Ontario,04. Sponsored Research - Entities Not Consolidated,99649
2006-2007,University of Ottawa / Université d,555,English, Ontario,03. Sponsored Research - Entities Consolidated,129386
2006-2007,University of Ottawa / Université d,555,English, Ontario,02. Special Purpose and Trust,31552
2006-2007,University of Ottawa / Université d,555,English, Ontario,01. General operating,489744
2006-2007,University of Ontario Institute of,553,English, Ontario,Total funds,77169
2006-2007,University of Ontario Institute of,553,English, Ontario,08. Endowment,2750
2006-2007,University of Ontario Institute of,553,English, Ontario,07. Capital,134
2006-2007,University of Ontario Institute of,553,English, Ontario,06. Ancillary,0
2006-2007,University of Ontario Institute of,553,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,University of Ontario Institute of,553,English, Ontario,03. Sponsored Research - Entities Consolidated,6086
2006-2007,University of Ontario Institute of,553,English, Ontario,02. Special Purpose and Trust,0
2006-2007,University of Ontario Institute of,553,English, Ontario,01. General operating,68199
2006-2007,University of Northern British Colu,996,English, British Columbia,Total funds,119783
2006-2007,University of Northern British Colu,996,English, British Columbia,08. Endowment,2293
2006-2007,University of Northern British Colu,996,English, British Columbia,07. Capital,34390
2006-2007,University of Northern British Colu,996,English, British Columbia,06. Ancillary,7389
2006-2007,University of Northern British Colu,996,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,University of Northern British Colu,996,English, British Columbia,03. Sponsored Research - Entities Consolidated,13798
2006-2007,University of Northern British Colu,996,English, British Columbia,02. Special Purpose and Trust,1542
2006-2007,University of Northern British Colu,996,English, British Columbia,01. General operating,60371
2006-2007,University of New Brunswick,352,English, New Brunswick,Total funds,310970
2006-2007,University of New Brunswick,352,English, New Brunswick,08. Endowment,15168
2006-2007,University of New Brunswick,352,English, New Brunswick,07. Capital,6718
2006-2007,University of New Brunswick,352,English, New Brunswick,06. Ancillary,16274
2006-2007,University of New Brunswick,352,English, New Brunswick,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,University of New Brunswick,352,English, New Brunswick,03. Sponsored Research - Entities Consolidated,46591
2006-2007,University of New Brunswick,352,English, New Brunswick,02. Special Purpose and Trust,45154
2006-2007,University of New Brunswick,352,English, New Brunswick,01. General operating,181065
2006-2007,University of Manitoba,630,English, Manitoba,Total funds,625806
2006-2007,University of Manitoba,630,English, Manitoba,08. Endowment,10406
2006-2007,University of Manitoba,630,English, Manitoba,07. Capital,22129
2006-2007,University of Manitoba,630,English, Manitoba,06. Ancillary,29191
2006-2007,University of Manitoba,630,English, Manitoba,04. Sponsored Research - Entities Not Consolidated,22229
2006-2007,University of Manitoba,630,English, Manitoba,03. Sponsored Research - Entities Consolidated,132717
2006-2007,University of Manitoba,630,English, Manitoba,02. Special Purpose and Trust,40051
2006-2007,University of Manitoba,630,English, Manitoba,01. General operating,369083
2006-2007,University of Lethbridge,858,English, Alberta,Total funds,178752
2006-2007,University of Lethbridge,858,English, Alberta,08. Endowment,9237
2006-2007,University of Lethbridge,858,English, Alberta,07. Capital,22712
2006-2007,University of Lethbridge,858,English, Alberta,06. Ancillary,8561
2006-2007,University of Lethbridge,858,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,University of Lethbridge,858,English, Alberta,03. Sponsored Research - Entities Consolidated,13663
2006-2007,University of Lethbridge,858,English, Alberta,02. Special Purpose and Trust,3541
2006-2007,University of Lethbridge,858,English, Alberta,01. General operating,121038
2006-2007,University of King's College,242,English, Nova Scotia,Total funds,18767
2006-2007,University of King's College,242,English, Nova Scotia,08. Endowment,3476
2006-2007,University of King's College,242,English, Nova Scotia,07. Capital,335
2006-2007,University of King's College,242,English, Nova Scotia,06. Ancillary,2086
2006-2007,University of King's College,242,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,University of King's College,242,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,50
2006-2007,University of King's College,242,English, Nova Scotia,02. Special Purpose and Trust,937
2006-2007,University of King's College,242,English, Nova Scotia,01. General operating,11883
2006-2007,University of Guelph,520,English, Ontario,Total funds,588004
2006-2007,University of Guelph,520,English, Ontario,08. Endowment,18602
2006-2007,University of Guelph,520,English, Ontario,07. Capital,6039
2006-2007,University of Guelph,520,English, Ontario,06. Ancillary,66771
2006-2007,University of Guelph,520,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,University of Guelph,520,English, Ontario,03. Sponsored Research - Entities Consolidated,132947
2006-2007,University of Guelph,520,English, Ontario,02. Special Purpose and Trust,46237
2006-2007,University of Guelph,520,English, Ontario,01. General operating,317408
2006-2007,University of Calgary,830,English, Alberta,Total funds,1057908
2006-2007,University of Calgary,830,English, Alberta,08. Endowment,83961
2006-2007,University of Calgary,830,English, Alberta,07. Capital,119429
2006-2007,University of Calgary,830,English, Alberta,06. Ancillary,43865
2006-2007,University of Calgary,830,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,University of Calgary,830,English, Alberta,03. Sponsored Research - Entities Consolidated,254179
2006-2007,University of Calgary,830,English, Alberta,02. Special Purpose and Trust,50447
2006-2007,University of Calgary,830,English, Alberta,01. General operating,506027
2006-2007,University of Alberta,804,English, Alberta,Total funds,1558739
2006-2007,University of Alberta,804,English, Alberta,08. Endowment,103721
2006-2007,University of Alberta,804,English, Alberta,07. Capital,81853
2006-2007,University of Alberta,804,English, Alberta,06. Ancillary,87873
2006-2007,University of Alberta,804,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,University of Alberta,804,English, Alberta,03. Sponsored Research - Entities Consolidated,461396
2006-2007,University of Alberta,804,English, Alberta,02. Special Purpose and Trust,131842
2006-2007,University of Alberta,804,English, Alberta,01. General operating,692054
2006-2007,Trinity Western University,974,English, British Columbia,Total funds,54283
2006-2007,Trinity Western University,974,English, British Columbia,08. Endowment,529
2006-2007,Trinity Western University,974,English, British Columbia,07. Capital,612
2006-2007,Trinity Western University,974,English, British Columbia,06. Ancillary,8887
2006-2007,Trinity Western University,974,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Trinity Western University,974,English, British Columbia,03. Sponsored Research - Entities Consolidated,778
2006-2007,Trinity Western University,974,English, British Columbia,02. Special Purpose and Trust,3491
2006-2007,Trinity Western University,974,English, British Columbia,01. General operating,39986
2006-2007,Trent University,583,English, Ontario,Total funds,125810
2006-2007,Trent University,583,English, Ontario,08. Endowment,2431
2006-2007,Trent University,583,English, Ontario,07. Capital,2179
2006-2007,Trent University,583,English, Ontario,06. Ancillary,13316
2006-2007,Trent University,583,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Trent University,583,English, Ontario,03. Sponsored Research - Entities Consolidated,11142
2006-2007,Trent University,583,English, Ontario,02. Special Purpose and Trust,2393
2006-2007,Trent University,583,English, Ontario,01. General operating,94349
2006-2007,Thorneloe University,521,English, Ontario,Total funds,2822
2006-2007,Thorneloe University,521,English, Ontario,08. Endowment,156
2006-2007,Thorneloe University,521,English, Ontario,07. Capital,34
2006-2007,Thorneloe University,521,English, Ontario,06. Ancillary,213
2006-2007,Thorneloe University,521,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0
2006-2007,Thorneloe University,521,English, Ontario,03. Sponsored Research - Entities Consolidated,0
2006-2007,Thorneloe University,521,English, Ontario,02. Special Purpose and Trust,181
2006-2007,Thorneloe University,521,English, Ontario,01. General operating,2238
2006-2007,Thompson Rivers University,960,English, British Columbia,Total funds,142572
2006-2007,Thompson Rivers University,960,English, British Columbia,08. Endowment,0
2006-2007,Thompson Rivers University,960,English, British Columbia,07. Capital,13142
