Year,Institution_name,Institution code,Language,Province Name,Column name,Value,,,,,,,,,,
2022-2023,University of Ontario Institute of,553,English, Ontario,07. Capital,37595,,,,,,,,,,
2022-2023,University of Ontario Institute of,553,English, Ontario,06. Ancillary,3619,,,,,,,,,,
2022-2023,University of Ontario Institute of,553,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,University of Ontario Institute of,553,English, Ontario,03. Sponsored Research - Entities Consolidated,21429,,,,,,,,,,
2022-2023,University of Ontario Institute of,553,English, Ontario,02. Special Purpose and Trust,0,,,,,,,,,,
2022-2023,University of Ontario Institute of,553,English, Ontario,01. General operating,168419,,,,,,,,,,
2022-2023,University of Northern British Colu,996,English, British Columbia,Total funds,127377,,,,,,,,,,
2022-2023,University of Northern British Colu,996,English, British Columbia,08. Endowment,0,,,,,,,,,,
2022-2023,University of Northern British Colu,996,English, British Columbia,07. Capital,4032,,,,,,,,,,
2022-2023,University of Northern British Colu,996,English, British Columbia,06. Ancillary,7991,,,,,,,,,,
2022-2023,University of Northern British Colu,996,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,University of Northern British Colu,996,English, British Columbia,03. Sponsored Research - Entities Consolidated,15430,,,,,,,,,,
2022-2023,University of Northern British Colu,996,English, British Columbia,02. Special Purpose and Trust,8083,,,,,,,,,,
2022-2023,University of Northern British Colu,996,English, British Columbia,01. General operating,91841,,,,,,,,,,
2022-2023,University of New Brunswick,352,English, New Brunswick,Total funds,372233,,,,,,,,,,
2022-2023,University of New Brunswick,352,English, New Brunswick,08. Endowment,0,,,,,,,,,,
2022-2023,University of New Brunswick,352,English, New Brunswick,07. Capital,35721,,,,,,,,,,
2022-2023,University of New Brunswick,352,English, New Brunswick,06. Ancillary,14869,,,,,,,,,,
2022-2023,University of New Brunswick,352,English, New Brunswick,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,University of New Brunswick,352,English, New Brunswick,03. Sponsored Research - Entities Consolidated,55466,,,,,,,,,,
2022-2023,University of New Brunswick,352,English, New Brunswick,02. Special Purpose and Trust,27472,,,,,,,,,,
2022-2023,University of New Brunswick,352,English, New Brunswick,01. General operating,238705,,,,,,,,,,
2022-2023,University of Manitoba,630,English, Manitoba,Total funds,1034248,,,,,,,,,,
2022-2023,University of Manitoba,630,English, Manitoba,08. Endowment,0,,,,,,,,,,
2022-2023,University of Manitoba,630,English, Manitoba,07. Capital,61088,,,,,,,,,,
2022-2023,University of Manitoba,630,English, Manitoba,06. Ancillary,25076,,,,,,,,,,
2022-2023,University of Manitoba,630,English, Manitoba,04. Sponsored Research - Entities Not Consolidated,43902,,,,,,,,,,
2022-2023,University of Manitoba,630,English, Manitoba,03. Sponsored Research - Entities Consolidated,172217,,,,,,,,,,
2022-2023,University of Manitoba,630,English, Manitoba,02. Special Purpose and Trust,93305,,,,,,,,,,
2022-2023,University of Manitoba,630,English, Manitoba,01. General operating,638660,,,,,,,,,,
2022-2023,University of Lethbridge,858,English, Alberta,Total funds,206212,,,,,,,,,,
2022-2023,University of Lethbridge,858,English, Alberta,08. Endowment,0,,,,,,,,,,
2022-2023,University of Lethbridge,858,English, Alberta,07. Capital,11862,,,,,,,,,,
2022-2023,University of Lethbridge,858,English, Alberta,06. Ancillary,10356,,,,,,,,,,
2022-2023,University of Lethbridge,858,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,University of Lethbridge,858,English, Alberta,03. Sponsored Research - Entities Consolidated,18871,,,,,,,,,,
2022-2023,University of Lethbridge,858,English, Alberta,02. Special Purpose and Trust,10873,,,,,,,,,,
2022-2023,University of Lethbridge,858,English, Alberta,01. General operating,154250,,,,,,,,,,
2022-2023,University of King's College,242,English, Nova Scotia,Total funds,28596,,,,,,,,,,
2022-2023,University of King's College,242,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2022-2023,University of King's College,242,English, Nova Scotia,07. Capital,0,,,,,,,,,,
2022-2023,University of King's College,242,English, Nova Scotia,06. Ancillary,6091,,,,,,,,,,
2022-2023,University of King's College,242,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,University of King's College,242,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,165,,,,,,,,,,
2022-2023,University of King's College,242,English, Nova Scotia,02. Special Purpose and Trust,466,,,,,,,,,,
2022-2023,University of King's College,242,English, Nova Scotia,01. General operating,21874,,,,,,,,,,
2022-2023,University of Guelph,520,English, Ontario,Total funds,879967,,,,,,,,,,
2022-2023,University of Guelph,520,English, Ontario,08. Endowment,0,,,,,,,,,,
2022-2023,University of Guelph,520,English, Ontario,07. Capital,51822,,,,,,,,,,
2022-2023,University of Guelph,520,English, Ontario,06. Ancillary,70713,,,,,,,,,,
2022-2023,University of Guelph,520,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,University of Guelph,520,English, Ontario,03. Sponsored Research - Entities Consolidated,176672,,,,,,,,,,
2022-2023,University of Guelph,520,English, Ontario,02. Special Purpose and Trust,44029,,,,,,,,,,
2022-2023,University of Guelph,520,English, Ontario,01. General operating,536731,,,,,,,,,,
2022-2023,University of Calgary,830,English, Alberta,Total funds,1534182,,,,,,,,,,
2022-2023,University of Calgary,830,English, Alberta,08. Endowment,0,,,,,,,,,,
2022-2023,University of Calgary,830,English, Alberta,07. Capital,44589,,,,,,,,,,
2022-2023,University of Calgary,830,English, Alberta,06. Ancillary,34564,,,,,,,,,,
2022-2023,University of Calgary,830,English, Alberta,04. Sponsored Research - Entities Not Consolidated,18978,,,,,,,,,,
2022-2023,University of Calgary,830,English, Alberta,03. Sponsored Research - Entities Consolidated,480197,,,,,,,,,,
2022-2023,University of Calgary,830,English, Alberta,02. Special Purpose and Trust,62240,,,,,,,,,,
2022-2023,University of Calgary,830,English, Alberta,01. General operating,893614,,,,,,,,,,
2022-2023,University of Alberta,804,English, Alberta,Total funds,1938322,,,,,,,,,,
2022-2023,University of Alberta,804,English, Alberta,08. Endowment,0,,,,,,,,,,
2022-2023,University of Alberta,804,English, Alberta,07. Capital,83023,,,,,,,,,,
2022-2023,University of Alberta,804,English, Alberta,06. Ancillary,79859,,,,,,,,,,
2022-2023,University of Alberta,804,English, Alberta,04. Sponsored Research - Entities Not Consolidated,46965,,,,,,,,,,
2022-2023,University of Alberta,804,English, Alberta,03. Sponsored Research - Entities Consolidated,480016,,,,,,,,,,
2022-2023,University of Alberta,804,English, Alberta,02. Special Purpose and Trust,102319,,,,,,,,,,
2022-2023,University of Alberta,804,English, Alberta,01. General operating,1146140,,,,,,,,,,
2022-2023,Trinity Western University,974,English, British Columbia,Total funds,113718,,,,,,,,,,
2022-2023,Trinity Western University,974,English, British Columbia,08. Endowment,0,,,,,,,,,,
2022-2023,Trinity Western University,974,English, British Columbia,07. Capital,11594,,,,,,,,,,
2022-2023,Trinity Western University,974,English, British Columbia,06. Ancillary,8426,,,,,,,,,,
2022-2023,Trinity Western University,974,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,Trinity Western University,974,English, British Columbia,03. Sponsored Research - Entities Consolidated,1424,,,,,,,,,,
2022-2023,Trinity Western University,974,English, British Columbia,02. Special Purpose and Trust,3348,,,,,,,,,,
2022-2023,Trinity Western University,974,English, British Columbia,01. General operating,88926,,,,,,,,,,
2022-2023,Trent University,583,English, Ontario,Total funds,223506,,,,,,,,,,
2022-2023,Trent University,583,English, Ontario,08. Endowment,0,,,,,,,,,,
2022-2023,Trent University,583,English, Ontario,07. Capital,8018,,,,,,,,,,
2022-2023,Trent University,583,English, Ontario,06. Ancillary,26858,,,,,,,,,,
2022-2023,Trent University,583,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,Trent University,583,English, Ontario,03. Sponsored Research - Entities Consolidated,13646,,,,,,,,,,
2022-2023,Trent University,583,English, Ontario,02. Special Purpose and Trust,7170,,,,,,,,,,
2022-2023,Trent University,583,English, Ontario,01. General operating,167814,,,,,,,,,,
2022-2023,Toronto Metropolitan University,565,English, Ontario,Total funds,1025945,,,,,,,,,,
2022-2023,Toronto Metropolitan University,565,English, Ontario,08. Endowment,0,,,,,,,,,,
2022-2023,Toronto Metropolitan University,565,English, Ontario,07. Capital,17055,,,,,,,,,,
2022-2023,Toronto Metropolitan University,565,English, Ontario,06. Ancillary,32454,,,,,,,,,,
2022-2023,Toronto Metropolitan University,565,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,Toronto Metropolitan University,565,English, Ontario,03. Sponsored Research - Entities Consolidated,88655,,,,,,,,,,
2022-2023,Toronto Metropolitan University,565,English, Ontario,02. Special Purpose and Trust,113331,,,,,,,,,,
2022-2023,Toronto Metropolitan University,565,English, Ontario,01. General operating,774450,,,,,,,,,,
2022-2023,Thompson Rivers University,960,English, British Columbia,Total funds,264443,,,,,,,,,,
2022-2023,Thompson Rivers University,960,English, British Columbia,08. Endowment,0,,,,,,,,,,
2022-2023,Thompson Rivers University,960,English, British Columbia,07. Capital,19677,,,,,,,,,,
2022-2023,Thompson Rivers University,960,English, British Columbia,06. Ancillary,29070,,,,,,,,,,
2022-2023,Thompson Rivers University,960,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,Thompson Rivers University,960,English, British Columbia,03. Sponsored Research - Entities Consolidated,7044,,,,,,,,,,
2022-2023,Thompson Rivers University,960,English, British Columbia,02. Special Purpose and Trust,5976,,,,,,,,,,
2022-2023,Thompson Rivers University,960,English, British Columbia,01. General operating,202676,,,,,,,,,,
2022-2023,The University of Winnipeg,688,English, Manitoba,Total funds,169421,,,,,,,,,,
2022-2023,The University of Winnipeg,688,English, Manitoba,08. Endowment,0,,,,,,,,,,
2022-2023,The University of Winnipeg,688,English, Manitoba,07. Capital,8248,,,,,,,,,,
2022-2023,The University of Winnipeg,688,English, Manitoba,06. Ancillary,5142,,,,,,,,,,
2022-2023,The University of Winnipeg,688,English, Manitoba,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,The University of Winnipeg,688,English, Manitoba,03. Sponsored Research - Entities Consolidated,15300,,,,,,,,,,
2022-2023,The University of Winnipeg,688,English, Manitoba,02. Special Purpose and Trust,8893,,,,,,,,,,
2022-2023,The University of Winnipeg,688,English, Manitoba,01. General operating,131838,,,,,,,,,,
2022-2023,The University of British Columbia,918,English, British Columbia,Total funds,3552007,,,,,,,,,,
2022-2023,The University of British Columbia,918,English, British Columbia,08. Endowment,0,,,,,,,,,,
2022-2023,The University of British Columbia,918,English, British Columbia,07. Capital,288395,,,,,,,,,,
2022-2023,The University of British Columbia,918,English, British Columbia,06. Ancillary,203873,,,,,,,,,,
2022-2023,The University of British Columbia,918,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,117766,,,,,,,,,,
2022-2023,The University of British Columbia,918,English, British Columbia,03. Sponsored Research - Entities Consolidated,547600,,,,,,,,,,
2022-2023,The University of British Columbia,918,English, British Columbia,02. Special Purpose and Trust,356291,,,,,,,,,,
2022-2023,The University of British Columbia,918,English, British Columbia,01. General operating,2038082,,,,,,,,,,
2022-2023,The King's University,896,English, Alberta,Total funds,22938,,,,,,,,,,
2022-2023,The King's University,896,English, Alberta,08. Endowment,0,,,,,,,,,,
2022-2023,The King's University,896,English, Alberta,07. Capital,0,,,,,,,,,,
2022-2023,The King's University,896,English, Alberta,06. Ancillary,1314,,,,,,,,,,
2022-2023,The King's University,896,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,The King's University,896,English, Alberta,03. Sponsored Research - Entities Consolidated,580,,,,,,,,,,
2022-2023,The King's University,896,English, Alberta,02. Special Purpose and Trust,0,,,,,,,,,,
2022-2023,The King's University,896,English, Alberta,01. General operating,21044,,,,,,,,,,
2022-2023,St. Thomas University,358,English, New Brunswick,Total funds,41273,,,,,,,,,,
2022-2023,St. Thomas University,358,English, New Brunswick,08. Endowment,0,,,,,,,,,,
2022-2023,St. Thomas University,358,English, New Brunswick,07. Capital,521,,,,,,,,,,
2022-2023,St. Thomas University,358,English, New Brunswick,06. Ancillary,2737,,,,,,,,,,
2022-2023,St. Thomas University,358,English, New Brunswick,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,St. Thomas University,358,English, New Brunswick,03. Sponsored Research - Entities Consolidated,1310,,,,,,,,,,
2022-2023,St. Thomas University,358,English, New Brunswick,02. Special Purpose and Trust,2437,,,,,,,,,,
2022-2023,St. Thomas University,358,English, New Brunswick,01. General operating,34268,,,,,,,,,,
2022-2023,St. Peter's Seminary,573,English, Ontario,Total funds,3168,,,,,,,,,,
2022-2023,St. Peter's Seminary,573,English, Ontario,08. Endowment,0,,,,,,,,,,
2022-2023,St. Peter's Seminary,573,English, Ontario,07. Capital,0,,,,,,,,,,
2022-2023,St. Peter's Seminary,573,English, Ontario,06. Ancillary,347,,,,,,,,,,
2022-2023,St. Peter's Seminary,573,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,St. Peter's Seminary,573,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2022-2023,St. Peter's Seminary,573,English, Ontario,02. Special Purpose and Trust,0,,,,,,,,,,
2022-2023,St. Peter's Seminary,573,English, Ontario,01. General operating,2821,,,,,,,,,,
2022-2023,St. Jerome's University,567,English, Ontario,Total funds,20411,,,,,,,,,,
2022-2023,St. Jerome's University,567,English, Ontario,08. Endowment,0,,,,,,,,,,
2022-2023,St. Jerome's University,567,English, Ontario,07. Capital,0,,,,,,,,,,
2022-2023,St. Jerome's University,567,English, Ontario,06. Ancillary,4558,,,,,,,,,,
2022-2023,St. Jerome's University,567,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,St. Jerome's University,567,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2022-2023,St. Jerome's University,567,English, Ontario,02. Special Purpose and Trust,0,,,,,,,,,,
2022-2023,St. Jerome's University,567,English, Ontario,01. General operating,15853,,,,,,,,,,
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,Total funds,166797,,,,,,,,,,
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,07. Capital,5489,,,,,,,,,,
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,06. Ancillary,27300,,,,,,,,,,
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,10253,,,,,,,,,,
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,02. Special Purpose and Trust,10741,,,,,,,,,,
2022-2023,St. Francis Xavier University,278,English, Nova Scotia,01. General operating,113014,,,,,,,,,,
2022-2023,Simon Fraser University,968,English, British Columbia,Total funds,878217,,,,,,,,,,
2022-2023,Simon Fraser University,968,English, British Columbia,08. Endowment,0,,,,,,,,,,
2022-2023,Simon Fraser University,968,English, British Columbia,07. Capital,20409,,,,,,,,,,
